Province,District,Party Number,Party Name,List number?,Candidate Name,Valid Votes,Candidate Rank,Total votes,page_number,table_number
NULL,,NO.,,URAIAN,,,,,351,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,351,1
NULL,,1,,2,,3,4,,351,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,351,1
NULL,,3,,Partai Demokrasi Indonesia Perjuangan,,"112,891",,,351,1
NULL,,,,1,"PUTI GUNTUR SOEKARNO, S.I.P.","108,181",I,,351,1
NULL,,,,2,BAMBANG DH,"45,464",III,,351,1
NULL,,,,3,"Laksdya. TNI (Purn.) Dr. AGUS SETIADJI, S.A.P., M.A.","18,653",V,,351,1
NULL,,,,4,"B. ZAELANI, S.E.","29,260",IV,,351,1
NULL,,,,5,ANDRE HEHANUSSA,"14,912",VI,,351,1
NULL,,,,6,INDAH KURNIA,"61,705",II,,351,1
NULL,,,,7,FAOZAN AMAR,"9,649",VII,,351,1
NULL,,,,8,"SONNY SEWANTON SARAGIH, S.I.P.","5,465",VIII,,351,1
NULL,,,,9,NUNING ESTI PALUPI,"2,511",X,,351,1
NULL,,,,10,ARIELLA HANA SINJAYA,"3,106",IX,,351,1
NULL,,TOTAL SUARA,,,,"411,797",,,351,1
NULL,,NO.,,URAIAN,,,,,351,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,351,2
NULL,,1,,2,,3,4,,351,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,351,2
NULL,,4,,Partai Golongan Karya,,"44,848",,,351,2
NULL,,,,1,ADIES KADIR,"147,185",I,,351,2
NULL,,,,2,"Dr. RORO DYAH EKO SETYOWATI, S.Sos., S.E., M.M.","9,217",IV,,351,2
NULL,,,,3,"Drs. Ec. ALI SAIBOO, M.M.","3,799",VII,,351,2
NULL,,,,4,"Dr. ANDI BUDI SULISTIJANTO, S.H., M.I.Kom.","12,064",III,,351,2
NULL,,,,5,Dra. FARAH TAMALIA,"5,727",V,,351,2
NULL,,,,6,"Dr. ILYAS INDRA, S.H.I., M.H., M.M.","3,905",VI,,351,2
NULL,,,,7,"M ISBAT ATIQILLAH PRANATA, S.H.","1,696",IX,,351,2
NULL,,,,8,"BAMBANG BUDI SUWARSO, Ak., M.B.T., CA.","3,185",VIII,,351,2
NULL,,,,9,"Dr. RADEN BESSE KARTONINGRAT, S.H., M.H.","1,035",X,,351,2
NULL,,,,10,ADELA KANASYA ADIES,"12,792",II,,351,2
NULL,,TOTAL SUARA,,,,"245,453",,,351,2
NULL,,NO.,,URAIAN,,,,,352,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,352,1
NULL,,1,,2,,3,4,,352,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,352,1
NULL,,5,,Partai NasDem,,"24,701",,,352,1
NULL,,,,1,"MUHAMMAD SHOLEH, S.H.","25,270",III,,352,1
NULL,,,,2,LITA MACHFUD ARIFIN,"68,456",I,,352,1
NULL,,,,3,"Drs. H. HARUNA SOEMITRO, M.Si.","3,082",IV,,352,1
NULL,,,,4,KRISNA MUKTI,"2,880",V,,352,1
NULL,,,,5,Drs. IPONG MUCHLISSONI,"55,160",II,,352,1
NULL,,,,6,"YANTI IRIANI PANE, S.T.","1,226",VI,,352,1
NULL,,,,7,"M. RIZKY HIDAYATULLAH, S.E.",999,VII,,352,1
NULL,,,,8,MUHAMMAD DAFA,898,VIII,,352,1
NULL,,,,9,AYU WULAN SARI,658,X,,352,1
NULL,,,,10,MUSYAFAAH MIA KURNIATI,838,IX,,352,1
NULL,,TOTAL SUARA,,,,"184,168",,,352,1
NULL,,NO.,,URAIAN,,,,,352,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,352,2
NULL,,1,,2,,3,4,,352,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,352,2
NULL,,6,,Partai Buruh,,"9,498",,,352,2
NULL,,,,1,Agus supriyanto,"5,051",I,,352,2
NULL,,,,2,"MOESTOPO, S.E., S.H., M.H.","1,811",II,,352,2
NULL,,,,3,Sri Astuti,"1,578",III,,352,2
NULL,,,,4,MASKURI,"1,051",V,,352,2
NULL,,,,5,Yuli Daniati,916,VI,,352,2
NULL,,,,6,Sungkono Ari Saputro,"1,438",IV,,352,2
NULL,,,,7,Gunawan Basri,373,IX,,352,2
NULL,,,,8,Lucky Christano Masengi Sanger,328,X,,352,2
NULL,,,,9,Yolanda Amalia,501,VIII,,352,2
NULL,,,,10,Moh Agus Budi Hariono,537,VII,,352,2
NULL,,TOTAL SUARA,,,,"23,082",,,352,2
NULL,,NO.,,URAIAN,,,,,353,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,353,1
NULL,,1,,2,,3,4,,353,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,353,1
NULL,,7,,Partai Gelombang Rakyat Indonesia,,"5,540",,,353,1
NULL,,,,1,"DODDY EKA PUTRA, S.T., M.M.","2,817",I,,353,1
NULL,,,,2,KH. ACHMAD FATHONY,"1,325",II,,353,1
NULL,,,,3,DEWI AJUNI,"1,153",III,,353,1
NULL,,,,4,UMBANG PURYANTO,581,V,,353,1
NULL,,,,5,RIZKY EKO NUGROHO,576,VI,,353,1
NULL,,,,6,CHURIYATUN NAFISAH,246,VII,,353,1
NULL,,,,7,WAHYU PRIHATIN,709,IV,,353,1
NULL,,,,,,,,,353,1
NULL,,,,,,,,,353,1
NULL,,,,,,,,,353,1
NULL,,TOTAL SUARA,,,,"12,947",,,353,1
NULL,,NO.,,URAIAN,,,,,353,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,353,2
NULL,,1,,2,,3,4,,353,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,353,2
NULL,,8,,Partai Keadilan Sejahtera,,"49,575",,,353,2
NULL,,,,1,Ir. H. SIGIT SOSIANTOMO,"37,954",II,,353,2
NULL,,,,2,"RENI ASTUTI, S.Si., M.PSDM.","50,057",I,,353,2
NULL,,,,3,"dr. AGOES KOOSHARTORO, Sp.P.D.(K)., KKV., FINASIM.","12,676",III,,353,2
NULL,,,,4,"H. JALALUDDIN ALHAM, S.I.P., M.Hum.","5,736",IV,,353,2
NULL,,,,5,WAHYU SRIONO,"2,749",VIII,,353,2
NULL,,,,6,dr. AUFIYA NAILY,"5,516",V,,353,2
NULL,,,,7,"DIHIN SUPRIYANDINI, S.Farm.","1,866",X,,353,2
NULL,,,,8,"RUSFIAN EFFENDI, S.M., S.Ag., M.M.","3,771",VI,,353,2
NULL,,,,9,Drs. MUHAMMAD AZIZ,"2,977",VII,,353,2
NULL,,,,10,"HUSIN, S.E.","2,719",,,353,2
NULL,,TOTAL SUARA,,,,"175,596",,,353,2
NULL,,NO.,,URAIAN,,,,,354,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,354,1
NULL,,1,,2,,3,4,,354,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,354,1
NULL,,9,,Partai Kebangkitan Nusantara,,"1,460",,,354,1
NULL,,,,1,"IWAN WEDA, S.E., M.M., M.Mar.",388,I,,354,1
NULL,,,,2,"THERESIA LIZA DEWI W, S.H.",276,II,,354,1
NULL,,,,3,IRNA LAKSMI LARASATI,153,VIII,,354,1
NULL,,,,4,PRASETYONO,224,III,,354,1
NULL,,,,5,RATNA PUSPITASARI,192,VI,,354,1
NULL,,,,6,ABDUL CHOLIQ ROSJIDI,222,IV,,354,1
NULL,,,,7,WAHYU HIDAYAT,88,IX,,354,1
NULL,,,,8,LILIK SUMIATI,168,VII,,354,1
NULL,,,,9,"HESTY SULISTYOWATI, S.E.",208,V,,354,1
NULL,,,,10,ANJAS MAULANA,80,X,,354,1
NULL,,TOTAL SUARA,,,,"3,459",,,354,1
NULL,,NO.,,URAIAN,,,,,354,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,354,2
NULL,,1,,2,,3,4,,354,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,354,2
NULL,,10,,Partai Hati Nurani Rakyat,,"3,372",,,354,2
NULL,,,,1,"Dr. Ir. SUMARZEN MARZUKI, M.M.","3,168",I,,354,2
NULL,,,,2,H. LUTFI HERMAWANSYAH,895,II,,354,2
NULL,,,,3,ISDANIAR NOVI HIJRIANI,415,V,,354,2
NULL,,,,4,FAJAR SUCAHYO,591,IV,,354,2
NULL,,,,5,"EVA CYNTHIA DEVI, S.E.",683,III,,354,2
NULL,,,,,,,,,354,2
NULL,,,,,,,,,354,2
NULL,,,,,,,,,354,2
NULL,,,,,,,,,354,2
NULL,,,,,,,,,354,2
NULL,,TOTAL SUARA,,,,"9,124",,,354,2
NULL,,NO.,,URAIAN,,,,,355,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,355,1
NULL,,1,,2,,3,4,,355,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,355,1
NULL,,11,,Partai Garda Republik Indonesia,,"1,842",,,355,1
NULL,,,,1,GANANG NIRWAN DARMAWAN,843,I,,355,1
NULL,,,,2,OLIVIA MARGARETH PANJAITAN,730,II,,355,1
NULL,,,,3,MOCH SALMAN AL FARIZI,495,III,,355,1
NULL,,,,4,ATRINA ISTI OILINDA,442,IV,,355,1
NULL,,,,5,KHAIRUL AGUNG,397,V,,355,1
NULL,,,,6,MAHNUN,324,VI,,355,1
NULL,,,,7,KAISAR HAIDAR ALI JAMAL,192,VII,,355,1
NULL,,,,8,DEVY PURNANING TIYAS,184,VIII,,355,1
NULL,,,,9,ADINA NOVIANTI,153,X,,355,1
NULL,,,,10,MUCH GUSTI WARDANA RAMADHAN,171,,,355,1
NULL,,TOTAL SUARA,,,,"5,773",,,355,1
NULL,,NO.,,URAIAN,,,,,355,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,355,2
NULL,,1,,2,,3,4,,355,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,355,2
NULL,,12,,Partai Amanat Nasional,,"31,612",,,355,2
NULL,,,,1,SUNGKONO,"66,020",II,,355,2
NULL,,,,2,"ARIZAL TOM LIWAFA, S.T., M.M.","69,195",I,,355,2
NULL,,,,3,"KURNIANTI HERDIANDARI, S.H.","3,842",VII,,355,2
NULL,,,,4,H. MOH. ZAINUL LUTFI,"32,553",III,,355,2
NULL,,,,5,"H. MOH. TAUFIQULBAR, M.Si.","15,474",IV,,355,2
NULL,,,,6,ELI HESTINAH,"2,859",IX,,355,2
NULL,,,,7,"DIKKY SYADQOMULLAH, S.H.I., M.HES.","7,053",VI,,355,2
NULL,,,,8,YOOKY TJAHRIAL,"15,307",V,,355,2
NULL,,,,9,ENDAH PUSPITA ANDRIJANI,"1,683",X,,355,2
NULL,,,,10,"Dr. Drs. H. ZAINAL ARIFIN, M.Pd.","3,737",VIII,,355,2
NULL,,TOTAL SUARA,,,,"249,335",,,355,2
NULL,,NO.,,URAIAN,,,,,356,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,356,1
NULL,,1,,2,,3,4,,356,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,356,1
NULL,,13,,Partai Bulan Bintang,,"2,132",,,356,1
NULL,,,,1,"Ir. H. MOHAMMAD MASDUKI, S.H., M.H.","1,987",I,,356,1
NULL,,,,2,ULFA AFIFAH ASHARINI,732,II,,356,1
NULL,,,,3,AFFAN GHIFARI,567,III,,356,1
NULL,,,,,,,,,356,1
NULL,,,,,,,,,356,1
NULL,,,,,,,,,356,1
NULL,,,,,,,,,356,1
NULL,,,,,,,,,356,1
NULL,,,,,,,,,356,1
NULL,,,,,,,,,356,1
NULL,,TOTAL SUARA,,,,"5,418",,,356,1
NULL,,NO.,,URAIAN,,,,,356,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,356,2
NULL,,1,,2,,3,4,,356,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,356,2
NULL,,14,,Partai Demokrat,,"36,946",,,356,2
NULL,,,,1,Dra. Lucy Kurniasari,"48,227",I,,356,2
NULL,,,,2,"H. M. ALI AFFANDI LA NYALLA MAHMUD MATTALITTI, S.M., M.MT.","23,177",II,,356,2
NULL,,,,3,"JIMMY HIMAWAN, S.H.","3,351",V,,356,2
NULL,,,,4,DONNY SOEHANDHONO,"5,179",IV,,356,2
NULL,,,,5,"INDAH NOVIANTI, S.T.","5,306",III,,356,2
NULL,,,,6,Sri Ramadhany,"2,053",VII,,356,2
NULL,,,,7,Muhammad Ridha,"1,858",VIII,,356,2
NULL,,,,8,Ir. MUHAMAD IQBAL,"2,082",VI,,356,2
NULL,,,,9,"Zulfa Nurdiana Putri, A.Md.","1,138",IX,,356,2
NULL,,,,10,Rosandi Dharma,872,X,,356,2
NULL,,TOTAL SUARA,,,,"130,189",,,356,2
NULL,,NO.,,URAIAN,,,,,357,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,357,1
NULL,,1,,2,,3,4,,357,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,357,1
NULL,,15,,Partai Solidaritas Indonesia,,"61,318",,,357,1
NULL,,,,1,Paulus Totok Lusida,"45,239",I,,357,1
NULL,,,,2,BENNY BUDHIJANTO,"10,049",III,,357,1
NULL,,,,3,LIANA KURNIAWAN,"20,254",II,,357,1
NULL,,,,4,"WAHYUDIN SOFYAN, S.E.","4,934",VII,,357,1
NULL,,,,5,ANDRE CAHYO NUGROHO,"5,180",V,,357,1
NULL,,,,6,INDAH IRIANI,"5,334",IV,,357,1
NULL,,,,7,ANTONIUS RICKY HARTONO,"4,986",VI,,357,1
NULL,,,,8,"BAMBANG HONDIONO, S.E.","2,493",VIII,,357,1
NULL,,,,9,IDA ANDRIANI,"1,334",X,,357,1
NULL,,,,10,ISWANTI,"1,684",IX,,357,1
NULL,,TOTAL SUARA,,,,"162,805",,,357,1
NULL,,NO.,,URAIAN,,,,,357,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,357,2
NULL,,1,,2,,3,4,,357,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,357,2
NULL,,16,,PARTAI PERINDO,,"13,455",,,357,2
NULL,,,,1,"ANGELA H. TANOESOEDIBJO, B.A., M.Com.","36,018",I,,357,2
NULL,,,,2,"Komjen. Pol. (Purn.) Dr. ANANG ISKANDAR, S.I.K., S.H., M.H.","3,545",III,,357,2
NULL,,,,3,ARNOLD POERNOMO,"6,951",II,,357,2
NULL,,,,4,"NATALIA CECILIA TANUDJAJA, S.T.","3,510",IV,,357,2
NULL,,,,5,"MUCHAMAD AULIA SUNARYOHADI, S.H.",728,V,,357,2
NULL,,,,6,A. WISHNU HANDOYONO,430,VII,,357,2
NULL,,,,7,HENRY MALCORPS,278,IX,,357,2
NULL,,,,8,DODY YUDHA M.R.,198,X,,357,2
NULL,,,,9,RATNA DHAMAYANTI,364,VIII,,357,2
NULL,,,,10,"MOCHAMMAD ABDUL WAHID, S.H.",583,VI,,357,2
NULL,,TOTAL SUARA,,,,"66,060",,,357,2
NULL,,NO.,,URAIAN,,,,,358,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,358,1
NULL,,1,,2,,3,4,,358,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,358,1
NULL,,17,,Partai Persatuan Pembangunan,,"10,522",,,358,1
NULL,,,,1,GAMAL HARYO PUTRO,"14,065",I,,358,1
NULL,,,,2,H. M. TANZIL FURQON,"2,583",II,,358,1
NULL,,,,3,ERLYTA DWI AGUSTINA SIREGAR,"1,255",VII,,358,1
NULL,,,,4,"ACHMAD FIKRI HIDAYAT, S.H.","1,616",V,,358,1
NULL,,,,5,"H. ABDUL HANAN MAJDY, S.Kom.","1,885",IV,,358,1
NULL,,,,6,"MAHARANI SITI SHOPIA, M.H.",826,VIII,,358,1
NULL,,,,7,M. SAMSUL ARIFIN,"1,472",VI,,358,1
NULL,,,,8,FAISAL AHMAD,475,X,,358,1
NULL,,,,9,MAHMUDA,569,IX,,358,1
NULL,,,,10,JOKO DWITANTO,"2,213",III,,358,1
NULL,,TOTAL SUARA,,,,"37,481",,,358,1
NULL,,NO.,,URAIAN,,,,,358,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,358,2
NULL,,1,,2,,3,4,,358,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,358,2
NULL,,24,,Partai Ummat,,"5,220",,,358,2
NULL,,,,1,Ir. SARDJONO BUDI SANTOSO,"6,323",I,,358,2
NULL,,,,2,MUNAWIR ANSHORY,"1,234",II,,358,2
NULL,,,,3,YULIDA TRI RATNA DEWI,518,III,,358,2
NULL,,,,4,RISTANTO,296,VI,,358,2
NULL,,,,5,TRI KARDIASTUTI,284,VII,,358,2
NULL,,,,6,SUPARTIYANI,147,IX,,358,2
NULL,,,,7,ISFIANTORO,154,VIII,,358,2
NULL,,,,8,ENDAH TRI UTAMI,314,V,,358,2
NULL,,,,9,SANUSI PRASETYO,101,X,,358,2
NULL,,,,10,SETYO NUGROHO,421,IV,,358,2
NULL,,TOTAL SUARA,,,,"15,012",,,358,2
NULL,,NO.,,URAIAN,,,,,359,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,359,1
NULL,,1,,2,,3,4,,359,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,359,1
NULL,,1,,Partai Kebangkitan Bangsa,,"62,569",,,359,1
NULL,,,,1,H. FAISOL RIZA,"214,779",I,,359,1
NULL,,,,2,"H. ABDUL MALIK HARAMAIN, M.Si.","42,288",V,,359,1
NULL,,,,3,"Dra. Hj. ANISAH SYAKUR, M.Ag.","74,740",III,,359,1
NULL,,,,4,"Dr. H. MOHAMMAD IRSYAD YUSUF, S.E., M.M.A.","83,884",II,,359,1
NULL,,,,5,Hj. SAFIRA MACHRUSAH,"3,670",VI,,359,1
NULL,,,,6,"MASHUDI, M.Ag.","2,221",VII,,359,1
NULL,,,,7,MUHAMMAD HILMAN MUFIDI,"44,734",IV,,359,1
NULL,,TOTAL SUARA,,,,"528,885",,,359,1
NULL,,NO.,,URAIAN,,,,,359,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,359,2
NULL,,1,,2,,3,4,,359,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,359,2
NULL,,2,,Partai Gerakan Indonesia Raya,,"72,754",,,359,2
NULL,,,,1,Laksdya. TNI (Purn.) MOEKHLAS SIDIK,"50,568",II,,359,2
NULL,,,,2,ANWAR SADAD,"93,471",I,,359,2
NULL,,,,3,EVI ZAINAL ABIDIN,"50,262",III,,359,2
NULL,,,,4,AHMAD MUSYAFA,"50,014",IV,,359,2
NULL,,,,5,ILHAM BAEDHOWI,"4,580",VI,,359,2
NULL,,,,6,"R. DEWI NOVITA KURNIAWATI, S.Psi.","3,861",VII,,359,2
NULL,,,,7,MOCHAMMAD IQBAL ARIF,"5,231",V,,359,2
NULL,,TOTAL SUARA,,,,"330,741",,,359,2
NULL,,NO.,,URAIAN,,,,,360,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,360,1
NULL,,1,,2,,3,4,,360,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,360,1
NULL,,3,,Partai Demokrasi Indonesia Perjuangan,,"38,790",,,360,1
NULL,,,,1,"Prof. Dr. H. HAMKA HAQ, M.A.","17,754",II,,360,1
NULL,,,,2,dr. H. MUFTI A. N. ANAM,"77,048",I,,360,1
NULL,,,,3,RINI SOFRIANY,"9,780",IV,,360,1
NULL,,,,4,IMAN MUNANDAR B,"4,907",V,,360,1
NULL,,,,5,Prof. Dr. H. DJANGGAN SARGOWO,"13,351",III,,360,1
NULL,,,,6,"JAMANGATUN UMI HASANAH, S.Pd.",884,VII,,360,1
NULL,,,,7,"SULHAIRI, S.Pd., M.Pd.","1,682",VI,,360,1
NULL,,TOTAL SUARA,,,,"164,196",,,360,1
NULL,,NO.,,URAIAN,,,,,360,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,360,2
NULL,,1,,2,,3,4,,360,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,360,2
NULL,,4,,Partai Golongan Karya,,"36,330",,,360,2
NULL,,,,1,"H. MUKHAMAD MISBAKHUN, S.E., M.H.","98,736",I,,360,2
NULL,,,,2,"DENNY YUSNI ARMAN, S.E.","13,066",II,,360,2
NULL,,,,3,"SITI NURHAYATI, M.I.Kom.","8,045",III,,360,2
NULL,,,,4,"ABD. RACHMAN, S.H.","6,984",IV,,360,2
NULL,,,,5,"TEDDY GANRIADI, S.T.","2,746",VI,,360,2
NULL,,,,6,"SYLVIA SULTANA, S.E.","1,840",VII,,360,2
NULL,,,,7,ADI HARNOWO,"2,865",V,,360,2
NULL,,TOTAL SUARA,,,,"170,612",,,360,2
NULL,,NO.,,URAIAN,,,,,361,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,361,1
NULL,,1,,2,,3,4,,361,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,361,1
NULL,,5,,Partai NasDem,,"17,995",,,361,1
NULL,,,,1,DINI RAHMANIA,"46,065",II,,361,1
NULL,,,,2,"AMINUROKHMAN, S.E., M.M.","44,171",III,,361,1
NULL,,,,3,"Hj. RUKMINI, S.H., M.Si.","9,357",IV,,361,1
NULL,,,,4,RIF ATUL ULA,"1,329",V,,361,1
NULL,,,,5,"MOH HAERUL AMRI, S.P., M.Pd.","56,311",I,,361,1
NULL,,,,6,Drs. TAUFIQ MACHFUDZ,"1,042",VI,,361,1
NULL,,,,7,H. MOH. HOSNI,809,VII,,361,1
NULL,,TOTAL SUARA,,,,"177,079",,,361,1
NULL,,NO.,,URAIAN,,,,,361,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,361,2
NULL,,1,,2,,3,4,,361,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,361,2
NULL,,6,,Partai Buruh,,"3,994",,,361,2
NULL,,,,1,"JAZULI, S.H.","6,797",I,,361,2
NULL,,,,2,SATYA AGUNG TRI SUBAGIYO,"1,228",IV,,361,2
NULL,,,,3,ERMAWATI,"1,289",II,,361,2
NULL,,,,4,Ir. PURNOMO,"1,251",III,,361,2
NULL,,,,5,"RR. DIANA HARIYUDIANTY, S.E.",433,VI,,361,2
NULL,,,,6,KHOIRUL ANAM,"1,050",V,,361,2
NULL,,,,7,ANDRIYANI BUNGA FAJAR,236,VII,,361,2
NULL,,TOTAL SUARA,,,,"16,278",,,361,2
NULL,,NO.,,URAIAN,,,,,362,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,362,1
NULL,,1,,2,,3,4,,362,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,362,1
NULL,,7,,Partai Gelombang Rakyat Indonesia,,"6,482",,,362,1
NULL,,,,1,"UMAR HADI, S.E.","2,940",I,,362,1
NULL,,,,2,WASITO EDI YULIANTORO,"2,213",II,,362,1
NULL,,,,3,Dra. SRI HERNAWATI,895,III,,362,1
NULL,,,,4,SURYA IRAWAN,425,IV,,362,1
NULL,,,,5,ANIE JATRIE,403,V,,362,1
NULL,,,,,,,,,362,1
NULL,,,,,,,,,362,1
NULL,,TOTAL SUARA,,,,"13,358",,,362,1
NULL,,NO.,,URAIAN,,,,,362,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,362,2
NULL,,1,,2,,3,4,,362,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,362,2
NULL,,8,,Partai Keadilan Sejahtera,,"13,694",,,362,2
NULL,,,,1,MUSTOFA BAWAZIR,"47,615",I,,362,2
NULL,,,,2,Dr. MUHAMMAD FIRDAUS,"4,240",III,,362,2
NULL,,,,3,"ASMA' AMATURROHMAN, A.Md.","1,328",V,,362,2
NULL,,,,4,"Prof. Dr. MISRANTO, S.H., M.Hum.","3,084",IV,,362,2
NULL,,,,5,"SRI SUHAEMI, S.Pd.","1,320",VI,,362,2
NULL,,,,6,LUSSY LESTARI RAHAYU,529,VII,,362,2
NULL,,,,7,"BIMO PRASETIO, S.H.","10,981",II,,362,2
NULL,,TOTAL SUARA,,,,"82,791",,,362,2
NULL,,NO.,,URAIAN,,,,,363,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,363,1
NULL,,1,,2,,3,4,,363,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,363,1
NULL,,9,,Partai Kebangkitan Nusantara,,970,,,363,1
NULL,,,,1,"Dr. Drs. YUS SUDARSO, S.H., M.H.",308,I,,363,1
NULL,,,,2,WINDA SEPTYANI,192,II,,363,1
NULL,,,,3,UGI SUTISNA,108,IV,,363,1
NULL,,,,4,DENI RUDIANA,86,VI,,363,1
NULL,,,,5,MOHAMAD RAMADHANI,131,III,,363,1
NULL,,,,6,ARI SETYAWATY,36,VII,,363,1
NULL,,,,7,ARIF SANDJAYA,88,V,,363,1
NULL,,TOTAL SUARA,,,,"1,919",,,363,1
NULL,,NO.,,URAIAN,,,,,363,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,363,2
NULL,,1,,2,,3,4,,363,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,363,2
NULL,,10,,Partai Hati Nurani Rakyat,,"2,291",,,363,2
NULL,,,,1,AKHMAD NURKHOLIS,"6,600",I,,363,2
NULL,,,,2,"MUHAMMAD NUH, S.H., M.H.",916,II,,363,2
NULL,,,,3,NAILUL MUKFIYAH,699,III,,363,2
NULL,,,,4,MUHAMMAD IZUL,330,IV,,363,2
NULL,,,,,,,,,363,2
NULL,,,,,,,,,363,2
NULL,,,,,,,,,363,2
NULL,,TOTAL SUARA,,,,"10,836",,,363,2
NULL,,NO.,,URAIAN,,,,,364,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,364,1
NULL,,1,,2,,3,4,,364,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,364,1
