Year,Province name,District number,Election ,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,Number of DPR seats,
2024,Riau,1,DPR,,,,Partai Kebangkitan Bangsa,1,"180,347",1,
2024,Riau,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"162,162",1,
2024,Riau,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"279,857",1,
2024,Riau,1,DPR,,,,Partai Golongan Karya,4,"462,940",2,
2024,Riau,1,DPR,,,,Partai Nasdem,5,"119,872",,
2024,Riau,1,DPR,,,,Partai Buruh,6,"10,171",,
2024,Riau,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"13,041",,
2024,Riau,1,DPR,,,,Partai Keadilan Sejahtera,8,"241,624",1,
2024,Riau,1,DPR,,,,Partai Kebangkitan Nusantara,9,"4,299",,
2024,Riau,1,DPR,,,,Partai Hati Nurani Rakyat,10,"14,330",,
2024,Riau,1,DPR,,,,Partai Garda Republik Indonesia ,11,"4,534",,
2024,Riau,1,DPR,,,,Partai Amanat Nasional,12,"131,136",,
2024,Riau,1,DPR,,,,Partai Bulan Bintang,13,"8,469",,
2024,Riau,1,DPR,,,,Partai Demokrat ,14,"172,844",1,
2024,Riau,1,DPR,,,,Partai Solidaritas Indonesia ,15,"61,116",,
2024,Riau,1,DPR,,,,Partai Perindo,16,"39,479",,
2024,Riau,1,DPR,,,,Partai Persatuan Pembangunan,17,"70,723",,
2024,Riau,1,DPR,,,,Partai Ummat,24,"13,803",,
2024,Riau,2,DPR,"1,968,551","1,401,512","152,793",,,,,
2024,Riau,2,DPR,,,,Partai Kebangkitan Bangsa,1,"171,595",1,
2024,Riau,2,DPR,,,,Partai Gerakan Indonesia Raya,2,"139,045",1,
2024,Riau,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"151,320",1,
2024,Riau,2,DPR,,,,Partai Golongan Karya,4,"308,037",1,
2024,Riau,2,DPR,,,,Partai Nasdem,5,"132,305",,
2024,Riau,2,DPR,,,,Partai Buruh,6,"8,064",,
2024,Riau,2,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"9,518",,
2024,Riau,2,DPR,,,,Partai Keadilan Sejahtera,8,"142,399",1,
2024,Riau,2,DPR,,,,Partai Kebangkitan Nusantara,9,"1,677",,
2024,Riau,2,DPR,,,,Partai Hati Nurani Rakyat,10,"6,832",,
2024,Riau,2,DPR,,,,Partai Garda Republik Indonesia ,11,"4,442",,
2024,Riau,2,DPR,,,,Partai Amanat Nasional,12,"134,976",1,
2024,Riau,2,DPR,,,,Partai Bulan Bintang,13,"5,292",,
2024,Riau,2,DPR,,,,Partai Demokrat ,14,"113,148",,
2024,Riau,2,DPR,,,,Partai Solidaritas Indonesia ,15,"16,352",,
2024,Riau,2,DPR,,,,Partai Perindo,16,"24,214",,
2024,Riau,2,DPR,,,,Partai Persatuan Pembangunan,17,"27,956",,
2024,Riau,2,DPR,,,,Partai Ummat,24,"4,340",,
2024,Sulawesi Barat,1,DPR,"985,760","785,247","44,869",,,,,
2024,Sulawesi Barat,1,DPR,,,,Partai Kebangkitan Bangsa,1,"50,561",,
2024,Sulawesi Barat,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"76,133",,
2024,Sulawesi Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"132,714",1,
2024,Sulawesi Barat,1,DPR,,,,Partai Golongan Karya,4,"99,793",,
2024,Sulawesi Barat,1,DPR,,,,Partai Nasdem,5,"142,496",1,
2024,Sulawesi Barat,1,DPR,,,,Partai Buruh,6,"2,730",,
2024,Sulawesi Barat,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"9,260",,
2024,Sulawesi Barat,1,DPR,,,,Partai Keadilan Sejahtera,8,"22,460",,
2024,Sulawesi Barat,1,DPR,,,,Partai Kebangkitan Nusantara,9,"1,377",,
2024,Sulawesi Barat,1,DPR,,,,Partai Hati Nurani Rakyat,10,"5,966",,
2024,Sulawesi Barat,1,DPR,,,,Partai Garda Republik Indonesia ,11,"2,168",,
2024,Sulawesi Barat,1,DPR,,,,Partai Amanat Nasional,12,"101,646",1,
2024,Sulawesi Barat,1,DPR,,,,Partai Bulan Bintang,13,"1,365",,
2024,Sulawesi Barat,1,DPR,,,,Partai Demokrat ,14,"104,369",1,
2024,Sulawesi Barat,1,DPR,,,,Partai Solidaritas Indonesia ,15,"3,328",,
2024,Sulawesi Barat,1,DPR,,,,Partai Perindo,16,"15,003",,
2024,Sulawesi Barat,1,DPR,,,,Partai Persatuan Pembangunan,17,"13,083",,
2024,Sulawesi Barat,1,DPR,,,,Partai Ummat,24,795,,
2024,Sulawesi Selatan ,1,DPR,"2,375,191","1,739,373","139,521",,,,,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Kebangkitan Bangsa,1,"104,010",1,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"196,736",1,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"141,936",1,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Golongan Karya,4,"250,168",1,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Nasdem,5,"279,914",2,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Buruh,6,"9,585",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"22,406",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Keadilan Sejahtera,8,"230,113",1,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Kebangkitan Nusantara,9,"3,580",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Hati Nurani Rakyat,10,"9,219",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Garda Republik Indonesia ,11,"5,070",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Amanat Nasional,12,"154,705",1,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Bulan Bintang,13,"4,253",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Demokrat ,14,"90,651",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Solidaritas Indonesia ,15,"70,137",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Perindo,16,"18,726",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Persatuan Pembangunan,17,"140,154",,
2024,Sulawesi Selatan ,1,DPR,,,,Partai Ummat,24,"8,010",,
2024,Sulawesi Selatan ,2,DPR,"2,375,339","1,832,524","87,721",,,,,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Kebangkitan Bangsa,1,"104,780",1,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Gerakan Indonesia Raya,2,"450,608",2,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"71,626",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Golongan Karya,4,"309,692",2,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Nasdem,5,"206,194",1,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Buruh,6,"6,442",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"20,586",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Keadilan Sejahtera,8,"137,088",1,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Kebangkitan Nusantara,9,"4,371",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Hati Nurani Rakyat,10,"8,120",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Garda Republik Indonesia ,11,"4,325",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Amanat Nasional,12,"155,296",1,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Bulan Bintang,13,"2,624",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Demokrat ,14,"167,693",1,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Solidaritas Indonesia ,15,"5,716",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Perindo,16,"3,144",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Persatuan Pembangunan,17,"171,049",,
2024,Sulawesi Selatan ,2,DPR,,,,Partai Ummat,24,"3,170",,
2024,Sulawesi Selatan ,3,DPR,"1,920,090","1,509,532","51,656",,,,,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Kebangkitan Bangsa,1,"59,987",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Gerakan Indonesia Raya,2,"313,615",2,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"95,438",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Golongan Karya,4,"254,365",1,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Nasdem,5,"389,947",2,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Buruh,6,"2,549",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"12,883",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Keadilan Sejahtera,8,"17,193",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Kebangkitan Nusantara,9,951,,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Hati Nurani Rakyat,10,"7,870",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Garda Republik Indonesia ,11,"2,543",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Amanat Nasional,12,"101,430",1,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Bulan Bintang,13,"2,531",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Demokrat ,14,"158,375",1,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Solidaritas Indonesia ,15,"11,778",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Perindo,16,"6,120",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Persatuan Pembangunan,17,"71,089",,
2024,Sulawesi Selatan ,3,DPR,,,,Partai Ummat,24,868,,
2024,Sulawesi Tengah ,1,DPR,"2,236,703","1,718,343","98,417",,,,,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Kebangkitan Bangsa,1,"101,659",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"242,635",1,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"136,625",1,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Golongan Karya,4,"330,971",2,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Nasdem,5,"256,799",1,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Buruh,6,"9,865",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"20,981",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Keadilan Sejahtera,8,"100,727",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Kebangkitan Nusantara,9,"10,713",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Hati Nurani Rakyat,10,"30,995",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Garda Republik Indonesia ,11,"6,094",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Amanat Nasional,12,"117,811",1,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Bulan Bintang,13,"12,354",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Demokrat ,14,"254,852",1,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Solidaritas Indonesia ,15,"20,924",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Perindo,16,"31,068",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Persatuan Pembangunan,17,"28,346",,
2024,Sulawesi Tengah ,1,DPR,,,,Partai Ummat,24,"4,924",,
2024,Sulawesi Tenggara,1,DPR,"1,521,291","1,458,333","129,263",,,,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Kebangkitan Bangsa,1,"147,175",1,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"233,478",1,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"175,830",1,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Golongan Karya,4,"149,788",1,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Nasdem,5,"207,276",1,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Buruh,6,"7,402",,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,20942,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Keadilan Sejahtera,8,63092,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Kebangkitan Nusantara,9,7380,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Hati Nurani Rakyat,10,17140,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Garda Republik Indonesia ,11,4850,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Amanat Nasional,12,110211,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Bulan Bintang,13,19723,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Demokrat ,14,159282,1,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Solidaritas Indonesia ,15,7274,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Perindo,16,6006,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Persatuan Pembangunan,17,118350,,
2024,Sulawesi Tenggara,1,DPR,,,,Partai Ummat,24,3134,,
2024,Sulawesi Utara ,1,DPR,"1,969,603","1,533,523","108,316",,,,,
2024,Sulawesi Utara ,1,DPR,,,,Partai Kebangkitan Bangsa,1,"16,639",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"116,781",1,
2024,Sulawesi Utara ,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"511,270",2,
2024,Sulawesi Utara ,1,DPR,,,,Partai Golongan Karya,4,"203,548",1,
2024,Sulawesi Utara ,1,DPR,,,,Partai Nasdem,5,"174,555",1,
2024,Sulawesi Utara ,1,DPR,,,,Partai Buruh,6,"3,766",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"5,802",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Keadilan Sejahtera,8,"28,665",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Kebangkitan Nusantara,9,"1,628",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Hati Nurani Rakyat,10,"10,248",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Garda Republik Indonesia ,11,"1,684",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Amanat Nasional,12,"80,753",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Bulan Bintang,13,"2,980",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Demokrat ,14,"327,386",1,
2024,Sulawesi Utara ,1,DPR,,,,Partai Solidaritas Indonesia ,15,"17,317",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Perindo,16,"21,438",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Persatuan Pembangunan,17,"8,242",,
2024,Sulawesi Utara ,1,DPR,,,,Partai Ummat,24,821,,
2024,Sumatera Barat,1,DPR,"2,298,162","1,664,292","112,480",,,,,
2024,Sumatera Barat,1,DPR,,,,Partai Kebangkitan Bangsa,1,"92,911",1,
2024,Sumatera Barat,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"268,380",1,
2024,Sumatera Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"169,883",1,
2024,Sumatera Barat,1,DPR,,,,Partai Golongan Karya,4,"207,109",1,
2024,Sumatera Barat,1,DPR,,,,Partai Nasdem,5,"327,146",2,
2024,Sumatera Barat,1,DPR,,,,Partai Buruh,6,"7,113",,
2024,Sumatera Barat,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"15,018",,
2024,Sumatera Barat,1,DPR,,,,Partai Keadilan Sejahtera,8,"193,210",1,
2024,Sumatera Barat,1,DPR,,,,Partai Kebangkitan Nusantara,9,"2,292",,
2024,Sumatera Barat,1,DPR,,,,Partai Hati Nurani Rakyat,10,"14,607",,
2024,Sumatera Barat,1,DPR,,,,Partai Garda Republik Indonesia ,11,"5,701",,
2024,Sumatera Barat,1,DPR,,,,Partai Amanat Nasional,12,"196,654",1,
2024,Sumatera Barat,1,DPR,,,,Partai Bulan Bintang,13,"7,591",,
2024,Sumatera Barat,1,DPR,,,,Partai Demokrat ,14,"80,702",,
2024,Sumatera Barat,1,DPR,,,,Partai Solidaritas Indonesia ,15,"9,477",,
2024,Sumatera Barat,1,DPR,,,,Partai Perindo,16,"7,738",,
2024,Sumatera Barat,1,DPR,,,,Partai Persatuan Pembangunan,17,"41,295",,
2024,Sumatera Barat,1,DPR,,,,Partai Ummat,24,"17,465",,
2024,Sumatera Barat,2,DPR,"1,790,444","1,255,948","86,681",,,,,
2024,Sumatera Barat,2,DPR,,,,Partai Kebangkitan Bangsa,1,"57,961",,
2024,Sumatera Barat,2,DPR,,,,Partai Gerakan Indonesia Raya,2,"130,097",1,
2024,Sumatera Barat,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"75,524",,
2024,Sumatera Barat,2,DPR,,,,Partai Golongan Karya,4,"147,391",1,
2024,Sumatera Barat,2,DPR,,,,Partai Nasdem,5,"148,440",1,
2024,Sumatera Barat,2,DPR,,,,Partai Buruh,6,"7,217",,
2024,Sumatera Barat,2,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"7,233",,
2024,Sumatera Barat,2,DPR,,,,Partai Keadilan Sejahtera,8,"188,669",1,
2024,Sumatera Barat,2,DPR,,,,Partai Kebangkitan Nusantara,9,"1,536",,
2024,Sumatera Barat,2,DPR,,,,Partai Hati Nurani Rakyat,10,"7,999",,
2024,Sumatera Barat,2,DPR,,,,Partai Garda Republik Indonesia ,11,"3,678",,
2024,Sumatera Barat,2,DPR,,,,Partai Amanat Nasional,12,"186,202",1,
2024,Sumatera Barat,2,DPR,,,,Partai Bulan Bintang,13,"6,749",,
2024,Sumatera Barat,2,DPR,,,,Partai Demokrat ,14,"177,447",1,
2024,Sumatera Barat,2,DPR,,,,Partai Solidaritas Indonesia ,15,"5,908",,
2024,Sumatera Barat,2,DPR,,,,Partai Perindo,16,"3,513",,
2024,Sumatera Barat,2,DPR,,,,Partai Persatuan Pembangunan,17,"83,453",,
2024,Sumatera Barat,2,DPR,,,,Partai Ummat,24,"16,931",,
2024,Sumatera Selatan,1,DPR,"2,952,030","2,252,279","233,628",,,,,
2024,Sumatera Selatan,1,DPR,,,,Partai Kebangkitan Bangsa,1,"201,861",1,
2024,Sumatera Selatan,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"299,754",1,
2024,Sumatera Selatan,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"219,186",1,
2024,Sumatera Selatan,1,DPR,,,,Partai Golongan Karya,4,"470,829",2,
2024,Sumatera Selatan,1,DPR,,,,Partai Nasdem,5,"427,494",1,
2024,Sumatera Selatan,1,DPR,,,,Partai Buruh,6,"12,647",,
2024,Sumatera Selatan,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"16,513",,
2024,Sumatera Selatan,1,DPR,,,,Partai Keadilan Sejahtera,8,"155,614",1,
2024,Sumatera Selatan,1,DPR,,,,Partai Kebangkitan Nusantara,9,"14,440",,
2024,Sumatera Selatan,1,DPR,,,,Partai Hati Nurani Rakyat,10,"17,789",,
2024,Sumatera Selatan,1,DPR,,,,Partai Garda Republik Indonesia ,11,"7,151",,
2024,Sumatera Selatan,1,DPR,,,,Partai Amanat Nasional,12,"129,404",,
2024,Sumatera Selatan,1,DPR,,,,Partai Bulan Bintang,13,"8,703",,
2024,Sumatera Selatan,1,DPR,,,,Partai Demokrat ,14,"143,856",1,
2024,Sumatera Selatan,1,DPR,,,,Partai Solidaritas Indonesia ,15,"68,404",,
2024,Sumatera Selatan,1,DPR,,,,Partai Perindo,16,"26,436",,
2024,Sumatera Selatan,1,DPR,,,,Partai Persatuan Pembangunan,17,"18,938",,
2024,Sumatera Selatan,1,DPR,,,,Partai Ummat,24,"13,260",,
2024,Sumatera Selatan,2,DPR,"3,374,318","2,622,509","314,878",,,,,
2024,Sumatera Selatan,2,DPR,,,,Partai Kebangkitan Bangsa,1,"239,887",1,
2024,Sumatera Selatan,2,DPR,,,,Partai Gerakan Indonesia Raya,2,"467,140",2,
2024,Sumatera Selatan,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"252,721",1,
2024,Sumatera Selatan,2,DPR,,,,Partai Golongan Karya,4,"386,813",1,
2024,Sumatera Selatan,2,DPR,,,,Partai Nasdem,5,"407,186",1,
2024,Sumatera Selatan,2,DPR,,,,Partai Buruh,6,"16,264",,
2024,Sumatera Selatan,2,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"16,721",,
2024,Sumatera Selatan,2,DPR,,,,Partai Keadilan Sejahtera,8,"138,668",1,
2024,Sumatera Selatan,2,DPR,,,,Partai Kebangkitan Nusantara,9,"6,333",,
2024,Sumatera Selatan,2,DPR,,,,Partai Hati Nurani Rakyat,10,"34,746",,
2024,Sumatera Selatan,2,DPR,,,,Partai Garda Republik Indonesia ,11,"14,318",,
2024,Sumatera Selatan,2,DPR,,,,Partai Amanat Nasional,12,200432,1,
2024,Sumatera Selatan,2,DPR,,,,Partai Bulan Bintang,13,"14,105",,
2024,Sumatera Selatan,2,DPR,,,,Partai Demokrat ,14,"336,945",1,
2024,Sumatera Selatan,2,DPR,,,,Partai Solidaritas Indonesia ,15,"24,099",,
2024,Sumatera Selatan,2,DPR,,,,Partai Perindo,16,"21,512",,
2024,Sumatera Selatan,2,DPR,,,,Partai Persatuan Pembangunan,17,"36,342",,
2024,Sumatera Selatan,2,DPR,,,,Partai Ummat,24,"8,277",,
2024,Sumatera Utara,1,DPR,"3,895,322","2,566,420","238,393",,,,,
2024,Sumatera Utara,1,DPR,,,,Partai Kebangkitan Bangsa,1,"199,616",1,
2024,Sumatera Utara,1,DPR,,,,Partai Gerakan Indonesia Raya,2,"350,582",2,
2024,Sumatera Utara,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"528,081",2,
2024,Sumatera Utara,1,DPR,,,,Partai Golongan Karya,4,"467,910",2,
2024,Sumatera Utara,1,DPR,,,,Partai Nasdem,5,"225,924",1,
2024,Sumatera Utara,1,DPR,,,,Partai Buruh,6,"15,886",,
2024,Sumatera Utara,1,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"14,969",,
2024,Sumatera Utara,1,DPR,,,,Partai Keadilan Sejahtera,8,"320,608",1,
2024,Sumatera Utara,1,DPR,,,,Partai Kebangkitan Nusantara,9,"3,007",,
2024,Sumatera Utara,1,DPR,,,,Partai Hati Nurani Rakyat,10,"17,932",,
2024,Sumatera Utara,1,DPR,,,,Partai Garda Republik Indonesia ,11,"5,007",,
2024,Sumatera Utara,1,DPR,,,,Partai Amanat Nasional,12,"108,307",,
2024,Sumatera Utara,1,DPR,,,,Partai Bulan Bintang,13,"7,495",,
2024,Sumatera Utara,1,DPR,,,,Partai Demokrat ,14,"159,487",1,
2024,Sumatera Utara,1,DPR,,,,Partai Solidaritas Indonesia ,15,"54,576",,
2024,Sumatera Utara,1,DPR,,,,Partai Perindo,16,"23,589",,
2024,Sumatera Utara,1,DPR,,,,Partai Persatuan Pembangunan,17,"43,991",,
2024,Sumatera Utara,1,DPR,,,,Partai Ummat,24,"19,453",,
2024,Sumatera Utara,2,DPR,"3,054,560","2,479,618","189,979",,,,,
2024,Sumatera Utara,2,DPR,,,,Partai Kebangkitan Bangsa,1,"141,144",1,
2024,Sumatera Utara,2,DPR,,,,Partai Gerakan Indonesia Raya,2,"286,525",1,
2024,Sumatera Utara,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"363,524",2,
2024,Sumatera Utara,2,DPR,,,,Partai Golongan Karya,4,"707,841",3,
2024,Sumatera Utara,2,DPR,,,,Partai Nasdem,5,"319,784",1,
2024,Sumatera Utara,2,DPR,,,,Partai Buruh,6,"9,757",,
2024,Sumatera Utara,2,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"7,633",,
2024,Sumatera Utara,2,DPR,,,,Partai Keadilan Sejahtera,8,"93,583",,
2024,Sumatera Utara,2,DPR,,,,Partai Kebangkitan Nusantara,9,"3,071",,
2024,Sumatera Utara,2,DPR,,,,Partai Hati Nurani Rakyat,10,"25,473",,
2024,Sumatera Utara,2,DPR,,,,Partai Garda Republik Indonesia ,11,5621,,
2024,Sumatera Utara,2,DPR,,,,Partai Amanat Nasional,12,139706,1,
2024,Sumatera Utara,2,DPR,,,,Partai Bulan Bintang,13,4012,,
2024,Sumatera Utara,2,DPR,,,,Partai Demokrat ,14,230226,1,
2024,Sumatera Utara,2,DPR,,,,Partai Solidaritas Indonesia ,15,23037,,
2024,Sumatera Utara,2,DPR,,,,Partai Perindo,16,104626,,
2024,Sumatera Utara,2,DPR,,,,Partai Persatuan Pembangunan,17,10622,,
2024,Sumatera Utara,2,DPR,,,,Partai Ummat,24,3433,,
2024,Sumatera Utara,3,DPR,"3,519,780","2,362,543","289,924",,,,,
2024,Sumatera Utara,3,DPR,,,,Partai Kebangkitan Bangsa,1,"93,402",,
2024,Sumatera Utara,3,DPR,,,,Partai Gerakan Indonesia Raya,2,"278,505",1,
2024,Sumatera Utara,3,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,3,"491,444",2,
2024,Sumatera Utara,3,DPR,,,,Partai Golongan Karya,4,"536,323",3,
2024,Sumatera Utara,3,DPR,,,,Partai Nasdem,5,"302,127",1,
2024,Sumatera Utara,3,DPR,,,,Partai Buruh,6,"9,313",,
2024,Sumatera Utara,3,DPR,,,,Partai Gelombang Rakyat Indonesia,7,"21,801",,
2024,Sumatera Utara,3,DPR,,,,Partai Keadilan Sejahtera,8,"188,641",1,
2024,Sumatera Utara,3,DPR,,,,Partai Kebangkitan Nusantara,9,"1,903",,
2024,Sumatera Utara,3,DPR,,,,Partai Hati Nurani Rakyat,10,"28,500",,
2024,Sumatera Utara,3,DPR,,,,Partai Garda Republik Indonesia ,11,"6,195",,
2024,Sumatera Utara,3,DPR,,,,Partai Amanat Nasional,12,"111,476",1,
2024,Sumatera Utara,3,DPR,,,,Partai Bulan Bintang,13,"6,755",,
2024,Sumatera Utara,3,DPR,,,,Partai Demokrat ,14,"162,148",1,
2024,Sumatera Utara,3,DPR,,,,Partai Solidaritas Indonesia ,15,"27,122",,
2024,Sumatera Utara,3,DPR,,,,Partai Perindo,16,"47,829",,
2024,Sumatera Utara,3,DPR,,,,Partai Persatuan Pembangunan,17,"38,425",,
2024,Sumatera Utara,3,DPR,,,,Partai Ummat,24,"10,634",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
