PDS,VN,ID,YR,MN,PROV,DIST_N,DIST_C,PTY_N,PTY_C,CAN_N,CAN_G,RV,VV,IVV,CV,TPV,SEATS
1,1,DPR,2024,February,ACEH ,ACEH II,2,Perindo,12,CUT DINDA APRILIANI,Female,1777461,1398720,117766,NA,4187,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Perindo,12,dr. ICHSAN,Male,1777461,1398720,117766,NA,4187,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Perindo,12,FIEN HERAWATI,Female,1777461,1398720,117766,NA,4187,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Perindo,12,"HUSAINI M. AMIN, S.E.",Male,1777461,1398720,117766,NA,4187,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Perindo,12,"NOERFAIZI, S.H.",Male,1777461,1398720,117766,NA,4187,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKB,13,"ANA FITRIA SARI PINEM, S.H., M.Kn.",Female,1777461,1398720,117766,NA,267750,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKB,13,"ARINI ARISKA, A.Md.Keb",Female,1777461,1398720,117766,NA,267750,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKB,13,"H. DARKASYI, S.H.",Male,1777461,1398720,117766,NA,267750,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKB,13,H. RUSLAN DAUD (HRD),Male,1777461,1398720,117766,NA,267750,1
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKB,13,"MUHAMMAD ADAM, M.Ed.",Male,1777461,1398720,117766,NA,267750,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKB,13,SUMADI ARSYAH,Male,1777461,1398720,117766,NA,267750,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKN,14,"M. PAISAL AK PUTEH, S.E.",Male,1777461,1398720,117766,NA,2208,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKN,14,NABILA ARFAH YUANA,Female,1777461,1398720,117766,NA,2208,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKN,14,RAZUARDI,Male,1777461,1398720,117766,NA,2208,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKN,14,RINI ANDIYANI,Female,1777461,1398720,117766,NA,2208,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKN,14,"URIESSAMADIN, S.Hut.",Male,1777461,1398720,117766,NA,2208,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKN,14,ZULFIKAR H.,Male,1777461,1398720,117766,NA,2208,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKS,15,AIDIL FAN,Male,1777461,1398720,117766,NA,104140,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKS,15,"ANANDA FILDZA ALIFA, S.Sos.",Female,1777461,1398720,117766,NA,104140,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKS,15,"dr. EDDI JUNAIDI, Sp.OG., S.H., M.Kes.",Male,1777461,1398720,117766,NA,104140,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKS,15,"FARAH FAADHILAH, S.Ag.",Female,1777461,1398720,117766,NA,104140,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKS,15,"M. NASIR DJAMIL, M.Si.",Male,1777461,1398720,117766,NA,104140,1
1,1,DPR,2024,February,ACEH ,ACEH II,2,PKS,15,"TENGKU INSYAFUDDIN, S.T.",Male,1777461,1398720,117766,NA,104140,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PPP,16,CUT SITI MAISYARAH,Female,1777461,1398720,117766,NA,92914,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PPP,16,Dr. H. TARMIZI A. KARIM,Male,1777461,1398720,117766,NA,92914,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PPP,16,Drs. H. ANWAR IDRIS,Male,1777461,1398720,117766,NA,92914,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PPP,16,MUNAWAR KHALIL,Male,1777461,1398720,117766,NA,92914,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PPP,16,NYA'ZATA AMANI,Female,1777461,1398720,117766,NA,92914,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PPP,16,SIKDAM,Male,1777461,1398720,117766,NA,92914,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PSI,17,HAMDANI,Male,1777461,1398720,117766,NA,6179,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PSI,17,HERIZAL,Male,1777461,1398720,117766,NA,6179,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PSI,17,"MUHAMMAD ZUBIR, S.H., M.H.",Male,1777461,1398720,117766,NA,6179,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PSI,17,"RIRIN RAHMADHANI, S.T.",Female,1777461,1398720,117766,NA,6179,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PSI,17,"YUNINGSIH, S.E.",Female,1777461,1398720,117766,NA,6179,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,PSI,17,ZULKHAIRI,Male,1777461,1398720,117766,NA,6179,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Ummat,18,CUT YUMA ASMAHATI,Female,1777461,1398720,117766,NA,7738,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Ummat,18,Drs. SAID DJAMALUL ABIDIN,Male,1777461,1398720,117766,NA,7738,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Ummat,18,"Drs. SAID SADIKIN, M.M.",Male,1777461,1398720,117766,NA,7738,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Ummat,18,"M. ARIS, S.Pd.",Male,1777461,1398720,117766,NA,7738,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Ummat,18,"MUHAMMAD YUSUF, S.E.",Male,1777461,1398720,117766,NA,7738,0
1,1,DPR,2024,February,ACEH ,ACEH II,2,Ummat,18,YUSNILAWATI,Female,1777461,1398720,117766,NA,7738,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,Ahmad Zein Hamran,Male,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,Anita Sephia M. M.,Female,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,"Dunung Imantoro, S.H.",Male,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,Erni Herawati,Female,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,"I Gde Semara Bawa, S.E.",Male,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,Indung Marhuyunta Bakti,Male,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,Muamar Nawawi Putra Wirawan,Male,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,Ni Made Rudi Artini,Female,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Buruh,1,Zakaria,Male,3269512,2460686,268214,NA,9045,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,Dr. Dadang Hermawan,Male,3269512,2460686,268214,NA,174476,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,"I Made Mudarta, S.Sos.",Male,3269512,2460686,268214,NA,174476,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,MIFTA RIZKY POHAN,Male,3269512,2460686,268214,NA,174476,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,NENG EVI SYAMSIAH,Female,3269512,2460686,268214,NA,174476,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,"NI MADE MARTINI, S.Sos., M.A.P.",Female,3269512,2460686,268214,NA,174476,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,OKI FAHREZA,Male,3269512,2460686,268214,NA,174476,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,PUTU SUPADMA RUDANA,Male,3269512,2460686,268214,NA,174476,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,SUNDANI WAHYUNINGSIH,Female,3269512,2460686,268214,NA,174476,0
1,1,DPR,2024,February,BALI,BALI,3,Demokrat,2,"TUTIK KUSUMA WARDHANI, S.M., M.M., M.Kes.",Female,3269512,2460686,268214,NA,174476,1
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,ANAK AGUNG AYU INDRA DIANA DEWI S.,Female,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,ANDRE SILFAN,Male,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,ANGGARIASIH,Female,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,FRANS VALENTINO PARDEDE,Male,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,H. Hasbullah,Male,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,I GEDE NARA ASNANDA,Male,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,I GUSTI AGUNG RONNY INDRA WIJAYA S,Male,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,PETRUS FEO,Male,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Garuda,3,SOVIANA,Female,3269512,2460686,268214,NA,4600,0
1,1,DPR,2024,February,BALI,BALI,3,Gelora,4,"BAGUS ZUNTORO PUTRO, S.H.",Male,3269512,2460686,268214,NA,23731,0
1,1,DPR,2024,February,BALI,BALI,3,Gelora,4,DEDDY ASLAM,Male,3269512,2460686,268214,NA,23731,0
1,1,DPR,2024,February,BALI,BALI,3,Gelora,4,"H. MUDJIONO, S.Pd.I.",Male,3269512,2460686,268214,NA,23731,0
1,1,DPR,2024,February,BALI,BALI,3,Gelora,4,I GUSTI AYU LENY SAVITRI,Female,3269512,2460686,268214,NA,23731,0
1,1,DPR,2024,February,BALI,BALI,3,Gelora,4,"I MADE IRAWAN HENDRA GUNAWAN, S.T.",Male,3269512,2460686,268214,NA,23731,0
1,1,DPR,2024,February,BALI,BALI,3,Gelora,4,IDA ROSYIDAH,Female,3269512,2460686,268214,NA,23731,0
1,1,DPR,2024,February,BALI,BALI,3,Gelora,4,UMI FARIDA,Female,3269512,2460686,268214,NA,23731,0
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,A. A. AYU MAHA INDRA KEMALA SANJAYA,Female,3269512,2460686,268214,NA,295313,0
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,"GEDE NGURAH AMBARA PUTRA, S.H.",Male,3269512,2460686,268214,NA,295313,0
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,I DEWA GDE AGUNG WIDIARSANA,Male,3269512,2460686,268214,NA,295313,1
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,I DEWA NYOMAN BUDIASA,Male,3269512,2460686,268214,NA,295313,0
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,I NENGAH WIRATHA,Male,3269512,2460686,268214,NA,295313,0
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,"I NYOMAN SUMARDIKA, S.H., M.Kn.",Male,3269512,2460686,268214,NA,295313,0
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,"IDA BAGUS PUTU MADEG, S.H., M.H.",Male,3269512,2460686,268214,NA,295313,0
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,"PUTU MEIDA ANNY LIESTARINI, S.H.",Female,3269512,2460686,268214,NA,295313,0
1,1,DPR,2024,February,BALI,BALI,3,Gerindra,5,"PUTU SUPRAPTI SANTY SASTRA, S.H.",Female,3269512,2460686,268214,NA,295313,0
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,A.A. BAGUS ADHI MAHENDRA PUTRA,Male,3269512,2460686,268214,NA,333521,0
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,"Dr. I NYOMAN SUGAWA KORRY, S.E., M.M., CA",Male,3269512,2460686,268214,NA,333521,0
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,"Drs. I WAYAN KUSMIANTHA DUSAK, S.H.",Male,3269512,2460686,268214,NA,333521,0
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,"GDE SUMARJAYA LINGGIH, S.E., M.AP.",Male,3269512,2460686,268214,NA,333521,1
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,"I GEDE KRISNA PUTRA, S.E.",Male,3269512,2460686,268214,NA,333521,0
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,"I GUSTI AGUNG AYU SRI PUSPA DEWI, S.T.",Female,3269512,2460686,268214,NA,333521,0
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,"I.B. PUTRA D. MANTRA, Ph.D.",Male,3269512,2460686,268214,NA,333521,0
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,"KETUT SUARTINI, S.E.",Female,3269512,2460686,268214,NA,333521,0
1,1,DPR,2024,February,BALI,BALI,3,Golkar,6,"NI PUTU SAWITRI, S.H., M.H.",Female,3269512,2460686,268214,NA,333521,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,I GEDE BAYU KHRISNA ARIBAWA,Male,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,I GEDE YASA,Male,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,MARDIAS,Male,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,MARDIKI SUPRIADI,Male,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,"NI GALUH DYAH UTARI, S.E.",Female,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,NI KADEK DUWI ANTARI,Female,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,NI LUH PUTU DESY WIDARIWATI,Female,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,NOVIABERD TRIVERCOMARNA BENYAMIN,Male,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Hanura,7,RENIKA MANURUNG,Female,3269512,2460686,268214,NA,9851,0
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,Drs. I WAYAN SUDIARA,Male,3269512,2460686,268214,NA,147678,0
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,I NYOMAN WINATHA,Male,3269512,2460686,268214,NA,147678,0
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,I WAYAN SETIAWAN,Male,3269512,2460686,268214,NA,147678,0
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,IDA AYU KETUT CANDRAWATI,Female,3269512,2460686,268214,NA,147678,0
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,"IDA BAGUS OKA GUNASTAWA, S.E.",Male,3269512,2460686,268214,NA,147678,0
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,Ir. I NENGAH SENANTARA,Male,3269512,2460686,268214,NA,147678,1
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,"LUH PUTU NOPI SERI JAYANTI, S.H.",Female,3269512,2460686,268214,NA,147678,0
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,"MASRUR MAKMUR, S.S., M.Pd.I.",Male,3269512,2460686,268214,NA,147678,0
1,1,DPR,2024,February,BALI,BALI,3,Nasdem,8,THERESIA ATSTA MONITASIWI,Female,3269512,2460686,268214,NA,147678,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,A.A NGR SRI ARTINI,Female,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,"ABUD BAHASWAN, S.H.",Male,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,"GEMBONG AGUNG DUTABUANA, S.Ds.",Male,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,MASGUNIRAH,Female,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,MITSLA HANA RUSDY,Female,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,NASIR. H. S.,Male,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,NI MADE SRI YOGI LESTARI,Female,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,SANTIKA SORAYA,Female,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PAN,9,TRACEY KUEN,Female,3269512,2460686,268214,NA,6683,0
1,1,DPR,2024,February,BALI,BALI,3,PBB,10,ALFIAN TRENGGANA,Male,3269512,2460686,268214,NA,1805,0
1,1,DPR,2024,February,BALI,BALI,3,PBB,10,EDWIN ARSANDI,Male,3269512,2460686,268214,NA,1805,0
1,1,DPR,2024,February,BALI,BALI,3,PBB,10,HASAN BASRI,Male,3269512,2460686,268214,NA,1805,0
1,1,DPR,2024,February,BALI,BALI,3,PBB,10,"I GUSTI RAYSEPTA DJELANTIK, S.T.",Male,3269512,2460686,268214,NA,1805,0
1,1,DPR,2024,February,BALI,BALI,3,PBB,10,NI PUTU KRISTIANI PUTRA,Female,3269512,2460686,268214,NA,1805,0
1,1,DPR,2024,February,BALI,BALI,3,PBB,10,"SRI HARTITO NATALIA HARUN, S.E.",Female,3269512,2460686,268214,NA,1805,0
1,1,DPR,2024,February,BALI,BALI,3,PBB,10,SYARIFAH FAHADA,Female,3269512,2460686,268214,NA,1805,0
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,"Dr. I GUSTI AYU DIAH WERDHI SRIKANDI WEDASTERAPUTRI SUYASA, S.E., M.M.",Female,3269512,2460686,268214,NA,1290884,0
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,"I G. NGURAH KESUMA KELAKAN, S.T., M.Si.",Male,3269512,2460686,268214,NA,1290884,1
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,I GUSTI AYU FOURINA GAMANISWARI,Female,3269512,2460686,268214,NA,1290884,0
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,"I KETUT KARIYASA ADNYANA, S.P.",Male,3269512,2460686,268214,NA,1290884,1
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,"I N. ADI WIRYATAMA, S.Sos., M.Si.",Male,3269512,2460686,268214,NA,1290884,1
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,"I NYOMAN PARTA, S.H.",Male,3269512,2460686,268214,NA,1290884,1
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,"I WAYAN SUDIRTA, S.H., M.H.",Male,3269512,2460686,268214,NA,1290884,1
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,Ir. I GUSTI PUTU BUDIARTA,Male,3269512,2460686,268214,NA,1290884,0
1,1,DPR,2024,February,BALI,BALI,3,PDIP,11,"SAGUNG RATU SRI JAYA LAKSMI, S.E.Ak",Female,3269512,2460686,268214,NA,1290884,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,"DEWA AYU PUTRI SUKADANA, S.H., M.H.",Female,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,"drg. I AYU EKA PUTRI, S.K.G.",Female,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,"ERWIN SIREGAR, S.H., M.H.",Male,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,"I PUTU EKA MAHARDHIKA, S.I.P., M.A.P.",Male,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,"I WAYAN LASTIKAYASA, S.H.",Male,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,MARIHOT SIMATUPANG,Male,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,MARTHEN PARINUSSA,Male,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,"SELVIANTI JOENOES, S.H.",Female,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,Perindo,12,"SOETJIPTO HIDAJAT, S.Pd.",Male,3269512,2460686,268214,NA,10531,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,"ABDUL HALIM, S.H.",Male,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,"ENDANG TRISWATI, S.Sos.",Female,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,"H. EKO BUDI CAHYONO, S.E., M.M.",Male,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,"Hj. ARBAIYAH, S.Psi.",Female,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,M. SURYA NATA PUTRA,Male,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,MUHAMMAD ZAINI,Male,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,"RIFKI HARDIYANTI ALIFATUL MAGHFIROH, S.Pd.",Female,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,"RONALDO DARMAWAN, S.H.",Male,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKB,13,"SAHRI ASNAWI, S.Sos",Male,3269512,2460686,268214,NA,41628,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,BUDI HARTAWAN,Male,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,"GEDE PASEK SUARDIKA, S.H., M.H.",Male,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,I MADE GAWE,Male,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,"I PUTU INDRA MANDHALA PUTRA, S.H., M.Kn.",Male,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,"I WAYAN SUDIANA, S.K.M., M.M.",Male,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,"KARLA AMANDA PERMATA, S.Psi.",Female,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,"KOMANG ASTIARI, S.S.",Female,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,NI PUTU SRI UTARI,Female,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKN,14,YAN MITHA DJAKSANA,Male,3269512,2460686,268214,NA,23681,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,ABDURRACHMAN,Male,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,"DEDI SUHARDADI, S.H., S.E.",Male,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,"DEFRIZAL, S.Or.",Male,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,"Dr. Hj. TUTI MARIANI, S.Pd., M.M.",Female,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,FAUZAN ABDURRAHMAN,Male,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,"IWAN SANTOSO, S.T.",Male,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,NURUL ISLAMIYAH,Female,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,SHAEHATULLAH,Male,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PKS,15,WAYAN SURINADI,Female,3269512,2460686,268214,NA,19145,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,"AGUS FERRY HERMAWAN, S.E.",Male,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,ARFINA CITRA TAIBU,Female,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,ARTIN SANDRA,Female,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,AULIA RACHMAN,Male,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,MUCHTAR BS.,Male,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,"SABARUDIN, S.E.",Male,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,SAPARI,Male,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,"SU'UDI, M.Si.",Male,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PPP,16,"SUNARTI, S.Pd.",Female,3269512,2460686,268214,NA,5232,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,"DEDY NUR, S.T.",Male,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,"Dr. IRMA IVONNE JUNE KAIRUPAN, S.Th., M.A.",Female,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,Drs. I GUSTI NGURAH HARTA,Male,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,I MADE VERDY BHAWANTA,Male,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,I WAYAN MARDIANA,Male,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,JANE CHRISDIANTY,Female,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,JASYNTHA M. NASUTION,Female,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,"KETUT ARYAWAN SUDIRGA, S.T., M.T.",Male,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,PSI,17,"MUH. ARIEF AS'AD, S.T., M.B.A.",Male,3269512,2460686,268214,NA,60722,0
1,1,DPR,2024,February,BALI,BALI,3,Ummat,18,KOMARIAH,Female,3269512,2460686,268214,NA,2160,0
1,1,DPR,2024,February,BALI,BALI,3,Ummat,18,MIFTAHUL ULUM,Male,3269512,2460686,268214,NA,2160,0
1,1,DPR,2024,February,BALI,BALI,3,Ummat,18,"SYAFWINA MAHARGIYANI, S.T.",Female,3269512,2460686,268214,NA,2160,0
1,1,DPR,2024,February,BALI,BALI,3,Ummat,18,WARAS PRIYANGGA,Male,3269512,2460686,268214,NA,2160,0
1,1,DPR,2024,February,BANTEN ,BANTEN I,4,Buruh,1,AGUS RULI ARDIANSYAH,Male,2044770,1473421,168898,NA,10139,0
1,1,DPR,2024,February,BANTEN ,BANTEN I,4,Buruh,1,AWALLUDIN,Male,2044770,1473421,168898,NA,10139,0
